Gene stable ID	Protein stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene description
ENSG00000173120	ENSP00000381640	11	67119263	67258082	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000173120	ENSP00000432786	11	67119263	67258082	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000173120		11	67119263	67258082	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000173120	ENSP00000435776	11	67119263	67258082	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000173120	ENSP00000309302	11	67119263	67258082	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000110075		11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000377389	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000436789	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000433768	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000431738	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000433551	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000434429	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000431415	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000265637	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000433058	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000377390	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000265636	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000437329	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000433565	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000432837	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000436209	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000434426	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000436601	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110075	ENSP00000433853	11	68460731	68615334	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000285921		11	96092374	96137827	AP000779.1	novel transcript
ENSG00000110841	ENSP00000442462	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000445822	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000438036	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000444304	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841		12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000445425	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000228425	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000314724	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000444046	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000443442	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000437438	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000445132	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000443324	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000479763	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000110841	ENSP00000438174	12	27523431	27695564	PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ENSG00000185046	ENSP00000452523	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000345510	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000448993	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000449629	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046		12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000448512	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000447999	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000447312	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000448203	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000450015	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000331256	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000448744	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473277	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000448205	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000447839	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473522	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473331	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473300	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473513	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473673	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473434	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000473517	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000449894	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185046	ENSP00000331381	12	98726457	99984654	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000171310		12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000171310	ENSP00000449093	12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000171310	ENSP00000450004	12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000171310	ENSP00000305725	12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000171310	ENSP00000448678	12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000171310	ENSP00000449095	12	104455295	104762014	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000151148	ENSP00000391529	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148		12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000340596	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000440585	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000443131	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000342614	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000443565	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000395802	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000437694	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151148	ENSP00000474360	12	109477402	109536705	UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000256861	ENSP00000454454	12	122207779	122266423	AC048338.1	novel protein
ENSG00000139719	ENSP00000267199	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000494419	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000494935	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000442392	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000495062	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719		12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000439255	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000139719	ENSP00000442951	12	122229564	122266494	VPS33A	VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]
ENSG00000286092		12	123713408	123723169	AC117503.5	novel transcript, antisense to ATP6V0A2
ENSG00000197653	ENSP00000386770	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000501095	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000479072	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000489675	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653		12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000444761	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000445308	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000197653	ENSP00000485079	12	123762188	123935720	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]
ENSG00000223732		13	44982077	45083125	AL359706.1	novel transcript
ENSG00000136141	ENSP00000308493	13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136141		13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136141	ENSP00000374448	13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136141	ENSP00000374447	13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136141	ENSP00000417121	13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136141	ENSP00000419256	13	46553168	46753040	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
ENSG00000136098	ENSP00000481533	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098		13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000480328	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000484594	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000483058	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000447995	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000449679	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000484443	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000484086	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000136098	ENSP00000487230	13	52132639	52159861	NEK3	NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
ENSG00000100505	ENSP00000298355	14	50975262	51096061	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000100505	ENSP00000342970	14	50975262	51096061	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000100505		14	50975262	51096061	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000100505	ENSP00000353561	14	50975262	51096061	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000258694		14	52111122	52129625	LINC02319	long intergenic non-protein coding RNA 2319 [Source:HGNC Symbol;Acc:HGNC:53238]
ENSG00000087301	ENSP00000281741	14	52430596	52552522	TXNDC16	thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]
ENSG00000087301		14	52430596	52552522	TXNDC16	thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]
ENSG00000087301	ENSP00000451619	14	52430596	52552522	TXNDC16	thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]
ENSG00000087301	ENSP00000450839	14	52430596	52552522	TXNDC16	thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]
ENSG00000198732		14	69854131	70032366	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
ENSG00000198732	ENSP00000355110	14	69854131	70032366	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
ENSG00000198732	ENSP00000370680	14	69854131	70032366	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
ENSG00000259200		15	45705078	45931069	AC068722.1	novel transcript
ENSG00000166147	ENSP00000325527	15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000166147	ENSP00000453958	15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000166147	ENSP00000501333	15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000166147		15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000166147	ENSP00000440294	15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000166147	ENSP00000453901	15	48408313	48645721	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000259471		15	66582190	66685794	LINC01169	long intergenic non-protein coding RNA 1169 [Source:HGNC Symbol;Acc:HGNC:49541]
ENSG00000103202	ENSP00000380834	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000406317	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000412039	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000395605	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202		16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000372398	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000219479	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000405925	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000389048	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000479996	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103202	ENSP00000479681	16	396725	410367	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000242612	ENSP00000219481	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000400374	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000487776	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000488859	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000399697	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000402180	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000488501	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000395913	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000488142	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612		16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000393382	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000242612	ENSP00000486613	16	401858	412487	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000288630		16	28341434	29370272	AC009093.11	novel transcript
ENSG00000215067		17	6875232	7012530	ALOX12-AS1	ALOX12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51342]
ENSG00000006740	ENSP00000368994	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000342566	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000462141	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000262444	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000437542	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740		17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000482851	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000463905	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000006740	ENSP00000465509	17	12789498	12991643	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
ENSG00000108576	ENSP00000385822	17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108576	ENSP00000463172	17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108576		17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108576	ENSP00000378298	17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108576	ENSP00000498537	17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108576	ENSP00000261707	17	30194319	30236002	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108684	ENSP00000225823	17	33013087	34174964	ASIC2	acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
ENSG00000108684	ENSP00000352934	17	33013087	34174964	ASIC2	acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
ENSG00000108684		17	33013087	34174964	ASIC2	acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
ENSG00000279668		17	33827699	34079100	AC024610.2	novel transcript
ENSG00000265356		17	33935437	34156000	AC004147.4	novel transcript
ENSG00000126561	ENSP00000341208	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000468749	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000443107	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000503484	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000504833	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000464730	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561		17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000503304	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
