id,cgid,Chromosome,Start,Strand,mean.Primary solid Tumor,mean.Recurrent Solid Tumor,mean.diff,mean.quot.log2,diffmeth.p.val,max.Primary solid Tumor,min.Primary solid Tumor,sd.Primary solid Tumor,max.Recurrent Solid Tumor,min.Recurrent Solid Tumor,sd.Recurrent Solid Tumor,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Primary solid Tumor,num.na.Recurrent Solid Tumor,mean.covg.Primary solid Tumor,mean.covg.Recurrent Solid Tumor,min.covg.Primary solid Tumor,min.covg.Recurrent Solid Tumor,max.covg.Primary solid Tumor,max.covg.Recurrent Solid Tumor,nsamples.covg.thres5.Primary solid Tumor,nsamples.covg.thres5.Recurrent Solid Tumor
108516,cg06812693,chr4,26323246,-,0.196625331883328,0.236093834766525,-0.0394685028831974,-0.25219137853253,9.50336520199275e-5,0.256396405737703,0.119654004138749,0.0313168057464907,0.258645830146869,0.188912059045045,0.0167892980453179,0,0.0112343210764018,108788,0,0,11.9189189189189,11.6923076923077,6,6,21,17,111,13
108522,cg21843114,chr4,26334859,-,0.75716474403439,0.866731346526788,-0.109566602492397,-0.192598409681419,5.21114388081277e-6,0.893886675402091,0.326541031444654,0.0928819467680614,0.919102270981381,0.815797040989952,0.0254320876072844,0,0.00157444828814051,85720,0,0,11.5405405405405,13.4615384615385,3,9,21,20,110,13
108525,cg02498218,chr4,26361371,+,0.445678303682704,0.508165052762927,-0.0624867490802233,-0.185396036538283,9.56864808307901e-7,0.532016658815776,0.326321569572126,0.0388626615600718,0.541776464174699,0.408930645024558,0.0340930382129837,0,4.71892630652259e-4,89975,0,0,11.2612612612613,11.2307692307692,4,7,20,22,110,13
108560,cg25969673,chr4,26585760,-,0.103801180050972,0.139887843917711,-0.0360866638667394,-0.397367866130712,2.07421357561167e-6,0.156424509839094,0.0580160261886707,0.0204136630546983,0.202438847833944,0.0889617908928757,0.0299807900033397,0,8.20919560076747e-4,120289,0,0,12.0630630630631,13,5,6,22,18,111,13
108588,cg03941577,chr4,26862456,-,0.0270538110195567,0.0386095815945671,-0.0115557705750104,-0.391618783514505,3.28223213837388e-6,0.0586192025422376,0.0154455013751988,0.00801190941599263,0.0467479754139998,0.032978397071734,0.00399065627479174,0,0.00114277858487479,262968,0,0,9.63963963963964,10.3076923076923,4,6,18,16,109,13
108794,cg00675324,chr4,37688114,+,0.0706148020609879,0.0932946518989575,-0.0226798498379695,-0.357648892140194,1.51234668799072e-6,0.119484898457873,0.0449204177044567,0.0140129642633924,0.118719391577725,0.0681769933122137,0.01548845164554,0,6.60485969699686e-4,180806,0,0,12.009009009009,12.7692307692308,6,6,19,20,111,13
108798,cg17829318,chr4,37688612,+,0.0403373859542717,0.0611636881648282,-0.0208263022105565,-0.499510983809809,1.39123136187904e-6,0.07201090480319,0.0204224789842108,0.012206725300361,0.0769680289499741,0.0364931509427857,0.0113683087164109,0,6.26995484964683e-4,191820,0,0,11.7477477477477,10,3,4,22,15,108,11
108841,cg00179787,chr4,37979303,+,0.0583492787003492,0.072767096205363,-0.0144178175050138,-0.276131229948992,9.42378723579756e-5,0.158683660610754,0.0328983297459747,0.0138004025920997,0.0927692006912353,0.0608803290451107,0.00924765909162892,0,0.0111773030373624,237325,0,0,12.4774774774775,13.6153846153846,3,9,21,18,109,13
108881,cg13324539,chr4,38184493,+,0.849799929466694,0.911733140587472,-0.0619332111207772,-0.100348131268123,8.05745920532022e-5,0.946586541738916,0.695098435166726,0.0578329664973729,0.94595529818865,0.849901635981557,0.0260018180910269,0,0.0101344271794552,164354,0,0,10.6396396396396,11.3076923076923,1,3,19,18,109,12
109103,cg01002690,chr4,39529294,-,0.136702041914497,0.184858592343191,-0.0481565504286935,-0.409538597227698,3.47689212400942e-5,0.315399339911833,0.071992457854556,0.0361583579489471,0.272139721855581,0.109160386621906,0.0429698787878382,0,0.00576132835265285,84140,0,0,12.3873873873874,13.2307692307692,5,7,21,18,111,13
109171,cg23978513,chr4,39979310,-,0.0200253731487767,0.0251863883338019,-0.00516101518502517,-0.228835262379469,7.7387223380551e-5,0.0333433274537262,0.0122743101828891,0.00412509327626625,0.0328447308025667,0.0210330462379581,0.00322921015561407,0,0.00988302249992716,341434,0,0,10.5315315315315,10.2307692307692,5,5,17,14,111,13
109173,cg00780250,chr4,39979372,-,0.0194831271308462,0.0261230255569477,-0.00663989842610154,-0.293029181572548,3.9104209465071e-5,0.0349967809450627,0.0104341947882748,0.00515081101271452,0.0354972674937563,0.0203497198802412,0.00427104787064366,0,0.00625526060992484,319460,0,0,9.63063063063063,10.9230769230769,3,7,18,14,108,13
109383,cg08319991,chr4,41259283,+,0.0578881406771565,0.0793694714080492,-0.0214813307308928,-0.396622517969038,3.45730302457224e-6,0.287810660066941,0.0333831159570182,0.0239444644273545,0.0993174450145581,0.06258132525406,0.0118309871249432,0,0.00118220144652807,187754,0,0,12.1531531531532,13.6923076923077,5,7,20,22,111,13
109491,cg13891181,chr4,41869086,+,0.0501283665495834,0.0813740929135085,-0.0312457263639252,-0.603739412516106,2.65541960971831e-5,0.0974442860830655,0.0206600883625661,0.0164533234293939,0.200410634538127,0.0404236793602536,0.0438368058502043,0,0.00480342988886261,138910,0,0,11.8738738738739,10.6923076923077,4,7,21,16,109,13
109546,cg14173613,chr4,41937393,-,0.0375804530619437,0.0471866456902145,-0.0096061926282708,-0.265309276865017,1.31107176620296e-4,0.0628693990468845,0.022818485439726,0.00802751206635874,0.0571565888026219,0.0371319563400245,0.00577342577443682,0,0.0136861197421781,283165,0,0,14.009009009009,14.2307692307692,6,7,25,24,111,13
109570,cg03574651,chr4,41992907,+,0.0404259785817472,0.0686267527866185,-0.0282007742048713,-0.640853097139755,9.16688603044499e-7,0.136174198113571,0.0255093126344586,0.0117420923444562,0.205006513759688,0.0366346710998568,0.0511230618186559,0,4.58931713953025e-4,152259,0,0,8.07207207207207,8.53846153846154,2,6,15,11,105,13
109737,cg00452958,chr4,46391259,-,0.076537706410193,0.128622770063458,-0.0520850636532647,-0.679763463571411,2.5706553950499e-6,0.197670003092339,0.0310943984746928,0.0274178200308064,0.337640952178242,0.0850425042585496,0.0670824611704987,0,9.54647550975202e-4,74932,0,0,14.7837837837838,14.7692307692308,3,11,24,21,110,13
109786,cg18909973,chr4,46996057,+,0.0574419406212719,0.129747733423931,-0.0723057928026594,-1.0511069290094,1.29664944151345e-5,0.403530465092916,0.0307308819962972,0.0363039591831488,0.481986677759169,0.0471403692979008,0.145497288897564,0,0.00293996262213897,40250,0,0,11.4054054054054,13.7692307692308,3,8,21,20,109,13
109818,cg06045799,chr4,47465578,+,0.0307583660404838,0.0376972507115462,-0.00693888467106237,-0.226809894558563,1.0425097685448e-4,0.0476309545662638,0.0219385627952019,0.00593415462920708,0.0450455642089717,0.0335735332905247,0.00356900446394383,0,0.0119576956123933,315409,0,0,11.1711711711712,12.0769230769231,4,9,18,17,109,13
109824,cg02672048,chr4,47465818,+,0.0333132228320794,0.0463525012540986,-0.0130392784220192,-0.379672123229747,5.5501543905423e-5,0.0593014796986963,0.0188275227850719,0.010146706937632,0.0616013552816826,0.0273691969475448,0.00924606670800002,0,0.00789643232316417,249234,0,0,13.972972972973,13.3846153846154,3,8,25,23,109,13
109878,cg15762244,chr4,47916193,+,0.0572239176640439,0.0754827903265222,-0.0182588726624783,-0.346659378939735,7.83697124078988e-6,0.106446858371899,0.0347592755770436,0.0121225619501048,0.093004718079725393,0.0456862328213938,0.0138132305595,0,0.00208299223011973,208542,0,0,14.6756756756757,14.7692307692308,5,11,25,23,111,13
109882,cg18719814,chr4,47916640,+,0.0285502658284035,0.0364412539774877,-0.00789098814908421,-0.268666119005096,2.88665710009745e-5,0.0519331225590806,0.0203673949195227,0.00577470177009014,0.0496153808571581,0.02731295728955,0.00650508453244739,0,0.00510595706990915,303077,0,0,10.2792792792793,10.7692307692308,3,7,18,16,107,13
109884,cg26634911,chr4,47916863,+,0.0752314963821807,0.0944607395698564,-0.0192292431876758,-0.293502256451643,1.25290831004102e-4,0.138308079833946,0.0407102394124614,0.0159153789778587,0.121382000176122,0.0725490739046851,0.0130579947049499,0,0.0133911261097347,201998,0,0,11.963963963964,11.6923076923077,3,7,23,16,108,13
110200,cg25019777,chr4,53525403,-,0.068859198067021,0.125313858697816,-0.0564546606307952,-0.778958661519387,8.21561847622086e-6,0.154946700035527,0.0165860570379347,0.0375525226422885,0.231677024903219,0.0701051703148597,0.0474701402919775,0,0.00215822720200981,65871,0,0,9.99099099099099,9.30769230769231,1,4,20,16,102,12
110218,cg12810548,chr4,53579237,+,0.105606756727568,0.205263099273106,-0.0996563425455378,-0.896875311982282,1.18712346938132e-11,0.219736112352776,0.0444694143465303,0.0378026141206325,0.255209673729173,0.154043016618827,0.0323032785807229,0,8.14859549669128e-8,15196,0,0,12.1621621621622,12.5384615384615,4,8,23,18,110,13
110579,cg02574293,chr4,56212226,+,0.0377272014637071,0.0455790083322226,-0.00785180686851551,-0.219728348619909,1.16342111341652e-4,0.0559874375257412,0.0273133122758848,0.00602669503354807,0.0572309026184065,0.0362647004468722,0.0067574139256277,0,0.0128109090357085,303534,0,0,13.4774774774775,12.2307692307692,4,7,28,22,110,13
110696,cg24504843,chr4,56896641,+,0.892560573476854,0.923966778432763,-0.0314062049559091,-0.0493474748871818,9.32215347627783e-5,0.947953887253566,0.752811288622703,0.0312213640908359,0.949094094684632,0.904694284248508,0.0140768637256564,0,0.0111190687335198,252477,0,0,12.3423423423423,13,6,9,18,17,111,13
110733,cg02401554,chr4,57203385,+,0.848904964672756,0.90580008559996,-0.0568951209272041,-0.0925341896611122,1.28100853570391e-4,0.925155549178198,0.660806565297019,0.0603915147086488,0.933110743168368,0.864481941864071,0.0187912160444244,0,0.0135474302701663,174545,0,0,13.9369369369369,13.8461538461538,5,8,22,20,111,13
110741,cg09999563,chr4,57253666,-,0.284045592687708,0.331013323931217,-0.0469677312435086,-0.21378824195463,1.1786958746697e-4,0.37078512333933,0.219087227362636,0.0395052697139262,0.367059787287294,0.285595783407228,0.0236805514589852,0,0.0129191953152992,87132,0,0,12.045045045045,13.6153846153846,1,9,20,19,108,13
110869,cg19490297,chr4,57773948,-,0.0958135053713573,0.129581859820454,-0.0337683544490971,-0.399587684091946,3.21808440456178e-5,0.199312047760751,0.0536700174787654,0.0263081730270908,0.160287840216906,0.0835386912408693,0.0227656461164621,0,0.00549214017185383,128809,0,0,8.13513513513514,9.92307692307692,2,3,17,15,95,11
110874,cg00954518,chr4,57774406,-,0.0531962409663755,0.0693762628276899,-0.0161800218613144,-0.328868892662262,6.58986860444341e-6,0.10279774163303,0.0302757450493033,0.0115074161441454,0.0846233604033434,0.0517511601164365,0.00904179519278329,0,0.00184262519173829,223602,0,0,13.1801801801802,13.7692307692308,4,9,24,20,110,13
110985,cg13855568,chr4,62066990,+,0.116957566213811,0.151433463526353,-0.034475897312542,-0.34659328874769,5.8221691577154e-5,0.197995417358443,0.0683869124014879,0.0271887670345728,0.205696362547338,0.120929869768587,0.0221380143323614,0,0.00815497364734121,126120,0,0,13.5495495495495,14.4615384615385,5,6,21,20,111,13
111001,cg05302445,chr4,62253214,+,0.858080219304817,0.893984722271351,-0.035904502966533997,-0.0584700223845119,1.02853419085797e-6,0.908530351642814,0.799455306191508,0.0259026985242662,0.919738337127257,0.860047011210864,0.0167783470727874,0,5.0103928030125e-4,232040,0,0,12.2792792792793,12.1538461538462,3,7,22,17,109,13
111018,cg07174347,chr4,62635353,-,0.825289880766276,0.898157020960299,-0.0728671401940231,-0.120664801605005,1.31212347520879e-5,0.910083331034336,0.632071229307666,0.0704739069266508,0.925870071411376,0.857669834247679,0.0212012550086975,0,0.00296590671863619,141367,0,0,9.90990990990991,11.5384615384615,3,3,19,17,106,11
111340,cg07725658,chr4,71705655,-,0.0380163596441017,0.0492133730529667,-0.011197013408865,-0.302397008404764,4.83626778307265e-6,0.0621885465352487,0.0248165621772409,0.00739078362442794,0.0699296054111126,0.0383418089549701,0.00802438646541837,0,0.00148770581263241,266376,0,0,11.5945945945946,11.6153846153846,5,9,19,15,111,13
111350,cg23291754,chr4,71767977,-,0.0208082681582239,0.0272219092537527,-0.00641364109552879,-0.272834472965535,9.99057082312624e-5,0.0431894499557027,0.0122834309322844,0.00534653390450267,0.0381474970201995,0.0208528803824827,0.0045515224406525,0,0.011597742907881,322586,0,0,9.66666666666667,11.3076923076923,3,7,15,18,106,13
111383,cg05281506,chr4,72052869,-,0.0629775316609891,0.0854727384572971,-0.0224952067963081,-0.387636485848325,6.0345454011453e-6,0.115704646915122,0.0374302712265711,0.0153845679484317,0.126342409440428,0.0680676317261395,0.0149387562398836,0,0.00173350378063511,181841,0,0,12.4954954954955,14.2307692307692,4,10,22,22,110,13
111619,cg17915139,chr4,74904765,+,0.0412929623116973,0.0560125337386655,-0.0147195714269682,-0.363979080265408,1.87386894671272e-6,0.0706977281294168,0.023235337575733,0.00923730404395018,0.070089661986111,0.041995807169587,0.00871848659698707,0,7.62340532629404e-4,234950,0,0,14.5225225225225,15.2307692307692,7,10,24,22,111,13
111648,cg19664311,chr4,75023658,+,0.188851080242805,0.2238285566236,-0.0349774763807951,-0.233762732189286,3.40895348476119e-5,0.273603400789073,0.116346496062573,0.0252266371685881,0.260908416120847,0.183846558242937,0.0245949022101173,0,0.00569307839031616,124381,0,0,10.7927927927928,11.3846153846154,2,6,21,17,108,13
111735,cg19115630,chr4,76439549,+,0.0631509607576674,0.0823273759840116,-0.0191764152263442,-0.33588167200637,5.43993529014618e-5,0.136202965319826,0.0409371031886218,0.0146034753524777,0.127519098953423,0.0638657326306027,0.0189910790313428,0,0.00778507527200761,202368,0,0,10.3153153153153,10.3846153846154,3,6,17,15,109,13
111778,cg04301682,chr4,76598670,-,0.0685005240942771,0.0884240881159647,-0.0199235640216876,-0.326309155174729,7.33474773236111e-6,0.169819539217437,0.0416427339506206,0.0146470726413124,0.116352642263587,0.0689136987441407,0.0141907171260254,0,0.0019848554263697,197539,0,0,12.2972972972973,10.4615384615385,4,6,21,14,110,13
112098,cg03965885,chr4,78079304,+,0.029249094775681,0.0408988595279443,-0.0116497647522633,-0.37497395003792,3.86688439602087e-8,0.0674148790840655,0.0194706939121128,0.00687883761559819,0.0452272206128769,0.0344949738243467,0.00335679300301466,0,4.47743569688798e-5,262065,0,0,12.4864864864865,13,6,8,22,21,111,13
112337,cg02895669,chr4,81104762,-,0.122813182437616,0.224396751121096,-0.101583568683479,-0.819554224087968,8.11256503669955e-5,0.437256022459039,0.058395810944783,0.0520551556418306,0.718622735778005,0.0971048614936574,0.202770382512989,0,0.0101724262214351,14102,0,0,11.2612612612613,11.8461538461538,3,4,23,16,108,12
112338,cg18624348,chr4,81105167,+,0.0533333194919201,0.159127289612137,-0.105793970120217,-1.41707286272104,1.3488119373964e-4,0.349366421943263,0.0292485671565557,0.0372563599213743,0.879621069602158,0.0437977579943691,0.263293645364395,0,0.0139668378139324,11932,0,0,12.8018018018018,12.2307692307692,4,5,19,16,110,13
112366,cg04235768,chr4,81118343,-,0.0919670899590523,0.191312675511519,-0.0993455855524662,-0.981334418204807,2.63249121140316e-5,0.418486599295416,0.0201578872579599,0.0809170643897306,0.532851124501048,0.0942174563495827,0.121049087722365,0,0.00477468773233861,15374,0,0,12.990990990991,12.0769230769231,2,7,24,22,109,13
112368,cg26299084,chr4,81118588,+,0.103299199675432,0.187141271536603,-0.0838420718611719,-0.799092166027145,3.28127688933841e-6,0.500536487198833,0.0420377041745944,0.0679375650930085,0.352687121179794,0.0844275843559484,0.0685872942150378,0,0.00114277858487479,27371,0,0,14.7567567567568,14.8461538461538,8,8,27,21,111,13
112370,cg27242132,chr4,81119178,-,0.0621658119113473,0.113304814448182,-0.0511390025368348,-0.772841694421961,3.41041499639539e-6,0.208292269450041,0.0286291821808732,0.0270661466369783,0.264464609817474,0.0474617425056126,0.0663748914771542,0,0.00117115466406254,77040,0,0,12,12,5,6,20,17,111,13
112371,cg18073471,chr4,81119198,+,0.0563471662954221,0.120705238363442,-0.0643580720680204,-0.978210208023432,7.35527476985527e-8,0.249273583289357,0.0253373422958305,0.0319650852569424,0.278253417550953,0.0458082071432539,0.0705931397016186,0,7.02068694225629e-5,51644,0,0,12.4144144144144,14.3076923076923,6,11,20,17,111,13
112372,cg11388320,chr4,81119299,+,0.109407806423523,0.229567503561222,-0.120159697137699,-1.00453506765043,4.59118725813911e-5,0.424877134572671,0.0181953347524275,0.0885827357516983,0.459022739209223,0.063429841822462,0.116562636781392,0,0.00696733437993479,6387,0,0,13.4234234234234,11.3846153846154,5,6,25,18,111,13
112374,cg22902505,chr4,81119473,+,0.102815594930235,0.23916165595176,-0.136346061021525,-1.14311555509225,5.90015064607946e-6,0.51000879994789206,0.029665401051537,0.0869263835207682,0.52412930544912,0.0623466790262492,0.144267315718786,0,0.0017079347618303,3080,0,0,11.4684684684685,13.0769230769231,4,6,23,18,110,13
112519,cg06385459,chr4,82393184,+,0.0347630544850876,0.0452871990631139,-0.0105241445780263,-0.304636999844824,6.95008101720579e-5,0.0577935527561441,0.0202228024484006,0.00850240411200049,0.0582970234268593,0.0341031845050505,0.00700700561627946,0,0.00919720458552924,273202,0,0,12.7207207207207,13.3076923076923,5,7,23,20,111,13
112698,cg03421743,chr4,83932010,+,0.056215760429048,0.0813735442672733,-0.0251577838382253,-0.464601873900626,2.09936134465691e-7,0.143615595104321,0.0332833277285816,0.0145195979813099,0.137311175343691,0.0626514730085684,0.0206281259697885,0,1.47967858829482e-4,167356,0,0,9.33333333333333,12.5384615384615,2,7,18,16,102,13
112764,cg26853401,chr4,84206199,+,0.109083520334335,0.171164862435859,-0.0620813421015241,-0.605329390607873,1.87237333456355e-9,0.235327010895663,0.0578730332724561,0.0282503685182301,0.248072242004238,0.123022588714838,0.0344273655757358,0,4.72358997584101e-6,55481,0,0,14.8018018018018,13.5384615384615,6,9,30,21,111,13
112948,cg05890019,chr4,85886830,-,0.036202602730488,0.0576846513051227,-0.0214820485746347,-0.55085458895892,1.34510167961642e-5,0.123782576396422,0.0184024411543872,0.018289038593835,0.0919579332692983,0.033569316114926,0.0183369868662045,0,0.00301625445984994,187749,0,0,16.0630630630631,14.6153846153846,8,8,28,21,111,13
112951,cg18147226,chr4,85887769,-,0.030927549635377,0.0404331184201809,-0.00950556878480386,-0.301299139827423,4.98006921645708e-5,0.0662739901782924,0.0172547971280982,0.00752086264859481,0.0505813957172577,0.0295258184431294,0.00699868133694205,0,0.00736134106916287,284308,0,0,12.7027027027027,12.1538461538462,5,6,20,19,111,13
112975,cg16809806,chr4,86708298,+,0.923737775972142,0.888379925017397,0.0353578509547458,0.0556917610028354,1.01167525192863e-5,0.958152510117937,0.852818486045163,0.0216993459130693,0.920721289020719,0.816143146561568,0.0374740815237106,0,0.00246319755237183,238046,0,0,10.6846846846847,13.2307692307692,5,4,22,22,111,12
113035,cg05519431,chr4,87515674,-,0.0524728445517795,0.0668789738300532,-0.0144061292782737,-0.299359858273378,5.66326591875654e-5,0.0850491800414191,0.0286829057818115,0.00974250146095248,0.107519181244173,0.0493128428272539,0.0154505477654801,0,0.00799189467831325,237411,0,0,10.6036036036036,10.4615384615385,3,6,19,15,110,13
113050,cg17383024,chr4,87797556,+,0.323558247639287,0.393348586097816,-0.0697903384585283,-0.274088484541446,4.87625398916165e-7,0.480311265924029,0.217531138377244,0.042379443762099,0.451694201373348,0.340022876002662,0.0339896789796722,0,2.81586831703023e-4,50501,0,0,10.9099099099099,13.3846153846154,4,9,20,17,110,13
113073,cg24551420,chr4,87855972,+,0.0288451591884682,0.0354066428912077,-0.0065614837027395,-0.225168552183295,5.46069201315635e-5,0.0401334297482132,0.0185854215626391,0.00471069550656201,0.050314022292898,0.0294323823277837,0.0058319574946508,0,0.00779372880777366,320496,0,0,11.2432432432432,12,2,5,22,17,109,13
113074,cg02196731,chr4,87855982,+,0.0229412690632302,0.0281902882500503,-0.00524901918682008,-0.213309673078531,4.35711723362903e-5,0.0372408623940875,0.0153305228271577,0.00369629603437123,0.0409722513302426,0.022589377678615,0.0048487232623663,0,0.00671528425299566,340027,0,0,8.68468468468468,9.15384615384615,3,4,18,14,105,12
113084,cg24788860,chr4,87867378,-,0.930723077699503,0.902659448295202,0.0280636294043004,0.043693466484693,1.3669272215447e-5,0.960547861261225,0.861909145614063,0.0184573790574164,0.934922373070732,0.812378945842705,0.0311092377927995,0,0.00304375868269582,266811,0,0,10.6756756756757,13.4615384615385,3,5,20,19,107,13
113098,cg18880005,chr4,87927975,+,0.0288979911670652,0.0377264806937879,-0.0088284895267227,-0.295094306178288,7.99703045421592e-5,0.0549179929045747,0.0152440781263466,0.00734122938794816,0.0461715177704648,0.0291022540602147,0.0048364458518812,0,0.010084565815286,291932,0,0,11.9009009009009,12.3076923076923,4,7,19,20,110,13
113173,cg14530679,chr4,88364394,-,0.709187198511391,0.813200520973301,-0.10401332246191,-0.194876554064254,2.77475358290666e-6,0.848976604643005,0.502902328820047,0.0839856788543068,0.867869366069389,0.744702705330892,0.0411237851587979,0,0.00101049812375954,84478,0,0,12.6036036036036,13.0769230769231,3,8,23,21,109,13
113251,cg03415858,chr4,89080013,+,0.0462594381625101,0.0642523686729387,-0.0179929305104286,-0.400341903870505,1.52837561401622e-5,0.105610331728831,0.0271092712691693,0.013622814690719,0.0917150767141352,0.0525720960718536,0.0105268099303423,0,0.00329127707690137,210437,0,0,9.93693693693694,10.6923076923077,4,8,17,15,108,13
113321,cg17714987,chr4,89445475,-,0.193883022831878,0.304013325989917,-0.110130303158039,-0.623084136662616,6.46860419252803e-6,0.723956785235229,0.0877353691522661,0.0799114495832137,0.46345511909708,0.195209993103594,0.0775360947176628,0,0.00182225785655235,10017,0,0,13.5405405405405,14.3076923076923,4,6,24,20,110,13
113349,cg17635114,chr4,89618411,-,0.46554888742368,0.557656081993834,-0.0921071945701533,-0.255423467753568,8.06602246337434e-5,0.715906809398807,0.156866389266472,0.0706877476958983,0.917686777403453,0.448857319501312,0.112316367531933,0,0.0101375961368373,56904,0,0,10.0900900900901,11.3846153846154,4,6,18,16,110,13
113354,cg23954636,chr4,89618982,-,0.531996532399855,0.607438585797168,-0.0754420533973138,-0.188012023101513,3.31123115843477e-5,0.788263057140487,0.287968319488305,0.0537789512567488,0.902899124452955,0.528780943466325,0.0929706217599784,0,0.00558565238723816,88399,0,0,13.2432432432432,15,5,11,21,18,111,13
113355,cg01174175,chr4,89619014,-,0.595042098515712,0.668185438005397,-0.0731433394896857,-0.164644279301569,1.1525385372588e-5,0.830702753143425,0.407362802902599,0.0469931258324509,0.957574253052856,0.572379023038718,0.0914798426612731,0,0.00269808733840463,103704,0,0,11.2522522522523,12.6153846153846,6,4,17,21,111,12
113484,cg25325192,chr4,91760225,+,0.540096566749779,0.594250913999235,-0.0541543472494559,-0.13546285133948,1.82519271242331e-7,0.610356373611296,0.464802321089357,0.0306551911551802,0.627033322898811,0.509756981220534,0.0297806724098621,0,1.33257658911747e-4,127076,0,0,11.6126126126126,11.6923076923077,3,7,20,21,110,13
113503,cg16254375,chr4,93105176,+,0.850349445768784,0.904705238057615,-0.054355792288831,-0.0883841583556409,6.47627761204179e-5,0.925258438748655,0.72531029675272,0.0496331224293162,0.925992546694133,0.846008685933252,0.022123128530075,0,0.00879342849022733,180292,0,0,12.1261261261261,13.1538461538462,4,9,22,17,108,13
113562,cg01612443,chr4,94749535,+,0.158526268109841,0.204682728796875,-0.0461564606870342,-0.349232650070494,4.7851901869417403e-05,0.261948622700641,0.09531736441634,0.0360774565656975,0.266652890825665,0.17029863913242,0.0300654268084091,0,0.0071694977247471,89247,0,0,8.82882882882883,10.5384615384615,2,7,18,14,103,13
113563,cg02640260,chr4,94749609,+,0.0580045019875531,0.0778578794623003,-0.0198533774747472,-0.369541421129293,1.26730509016846e-5,0.133754052799816,0.0358172335999591,0.0139251912028643,0.118200856491097,0.0533019592240899,0.0158052140508714,0,0.00289033887882874,197992,0,0,16.6216216216216,16.5384615384615,6,11,28,24,111,13
113643,cg25553665,chr4,95678939,+,0.030498188387863,0.0397302127711965,-0.00923202438333342,-0.296265230612974,8.57480131566476e-6,0.044084753312498,0.0200790236797179,0.0058613251854928,0.0544413405034776,0.0298933996265658,0.00735319248014077,0,0.00221775007361126,287356,0,0,11.8828828828829,11,5,4,22,20,111,12
113692,cg13265789,chr4,96470584,-,0.0338012313847281,0.0515685506670076,-0.0177673192822795,-0.491222178787665,4.91476942633302e-8,0.055404704560067,0.0236232327398379,0.00583305724566471,0.147614527837101,0.0342279724452026,0.0298186466861287,0,5.2717381187758e-5,211993,0,0,14.9369369369369,11.6153846153846,6,5,26,16,111,13
113858,cg13256891,chr4,100009986,-,0.0338129254963664,0.0447353998163639,-0.0109224743199975,-0.321117639731775,1.38388116791444e-5,0.0640625959377549,0.0190825632468727,0.00776750115045535,0.0550727529028706,0.0312279247988846,0.00743585612704238,0,0.00306897912085223,269067,0,0,11.7837837837838,12.6153846153846,3,7,22,18,108,13
113958,cg05202483,chr4,100801612,-,0.937635634053382,0.951126723759093,-0.013491089705711,-0.0203942122531276,1.06836566064485e-4,0.957464362014628,0.887012851732245,0.0132356269116902,0.960285512767722,0.932756041412682,0.0074493135482994,0,0.0121218700578563,345978,0,0,14.4144144144144,16.4615384615385,6,10,23,21,111,13
114060,cg07751222,chr4,102268245,-,0.0412778800814291,0.0675443664267803,-0.0262664863453513,-0.596685354122848,9.59837268973167e-9,0.0984811915543562,0.0204226895350332,0.0125865498081009,0.116447498303724,0.0465962563699032,0.0194078818124292,0,1.61130629832106e-5,161777,0,0,8.67567567567568,9.07692307692308,3,5,16,14,104,13
114183,cg03648631,chr4,103749307,-,0.151698193909027,0.200517482487056,-0.0488192885780288,-0.380636482613673,2.79010337689551e-5,0.233703159348701,0.0888466343863216,0.0384394112710514,0.241857961486816,0.154395896294895,0.0218021756137598,0,0.00497610309135751,82509,0,0,11.8918918918919,12.4615384615385,3,7,22,18,109,13
114186,cg26093907,chr4,103749585,+,0.0354891896890455,0.044831491321364,-0.00934230163231849,-0.269480977218077,4.61940780880004e-5,0.0779442898498023,0.0216454752707911,0.00757788541375917,0.0509055086630801,0.0376810595591981,0.0054160960702193,0,0.006993792585956,286174,0,0,11.7207207207207,11.5384615384615,3,8,26,18,105,13
114231,cg02214188,chr4,104020949,+,0.169915813249383,0.115773334463627,0.0541424787857564,0.516495909170265,1.58105496643838e-6,0.313897467895396,0.0905813112266262,0.0418698672824233,0.168684017737503,0.0824592334866534,0.0230035902346242,0,6.80619294217648e-4,70506,0,0,13.5315315315315,14.3076923076923,5,10,26,22,111,13
114303,cg16789902,chr4,105708398,+,0.824214351034355,0.750993228998086,0.0732211220362686,0.132534513916793,1.883640428496e-5,0.902390377349346,0.652743047417336,0.0511552707515925,0.826684913596499,0.581990271949632,0.0736667605874007,0,0.00380076218686045,129753,0,0,10.036036036036,12.0769230769231,2,4,17,18,105,12
114394,cg08961408,chr4,106816564,+,0.0826359451475172,0.103099074488715,-0.0204631293411975,-0.287943113226734,2.17488099882411e-5,0.123396560859737,0.0569759473035863,0.0124014397949456,0.166188418578397,0.0717929412169499,0.0239429311878916,0,0.00420072032372539,194124,0,0,15.0630630630631,16.1538461538462,7,12,27,24,111,13
114511,cg19983627,chr4,108852959,-,0.0529912052741916,0.0733090172272028,-0.0203178119530112,-0.403322242889939,1.76903003342804e-5,0.0870032167130821,0.0264419702337809,0.014828804836511,0.09018835352172,0.0562050980150874,0.0103621851590304,0,0.0036282197080487,195035,0,0,11.5855855855856,12.1538461538462,5,3,20,20,111,12
